file	publication	publication_name	author	genre	tagline	url	year	words	why_known_human
thetranscript__2021__01.txt	thetranscript	The Transcript	The Transcript		At The Transcript, we read dozens of earnings call transcripts each week and take note of interesting and important quotes from management about the economy and	https://thetranscript.substack.com/p/episode-44-2021-in-review	2021	2673	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
thetranscript__2021__02.txt	thetranscript	The Transcript	The Transcript		At The Transcript, we read dozens of earnings call transcripts each week and take note of interesting and important quotes from management about the economy and	https://thetranscript.substack.com/p/q3-2021-in-review	2021	11668	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
thetranscript__2021__03.txt	thetranscript	The Transcript	The Transcript		At The Transcript, we read dozens of earnings call transcripts each week and take note of interesting and important quotes from management about the economy and	https://thetranscript.substack.com/p/q3-earnings-season-begins	2021	2932	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
thetranscript__2021__04.txt	thetranscript	The Transcript	The Transcript		At The Transcript, we read dozens of earnings call transcripts each week and take note of interesting and important quotes from management about the economy and	https://thetranscript.substack.com/p/the-dampening-effects-of-delta	2021	2649	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
retrostack__2021__01.txt	retrostack	Retro	Seth Abramson		A celebration of music, TV, film, art, video games, books, digital culture, comics, toys, and other pop-culture joys from throughout U.S. history.	https://retrostack.substack.com/p/winter-2021-2022-sales-report-for	2021	3336	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
retrostack__2021__02.txt	retrostack	Retro	Seth Abramson		A celebration of music, TV, film, art, video games, books, digital culture, comics, toys, and other pop-culture joys from throughout U.S. history.	https://retrostack.substack.com/p/retro-recommends-the-top-100-animated	2021	1230	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
retrostack__2021__03.txt	retrostack	Retro	Seth Abramson		A celebration of music, TV, film, art, video games, books, digital culture, comics, toys, and other pop-culture joys from throughout U.S. history.	https://retrostack.substack.com/p/retro-media-coverage-and-key-engagements	2021	3579	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
retrostack__2021__04.txt	retrostack	Retro	Seth Abramson		A celebration of music, TV, film, art, video games, books, digital culture, comics, toys, and other pop-culture joys from throughout U.S. history.	https://retrostack.substack.com/p/you-have-asked-to-have-professional	2021	1638	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
retrostack__2021__05.txt	retrostack	Retro	Seth Abramson		A celebration of music, TV, film, art, video games, books, digital culture, comics, toys, and other pop-culture joys from throughout U.S. history.	https://retrostack.substack.com/p/lost-classics-of-the-1960s-vol-4	2021	497	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
thebearofrathgar__2021__01.txt	thebearofrathgar	The Bear of Rathgar	The Bear of Rathgar		Economie. Finance. Chaos.	https://thebearofrathgar.substack.com/p/follow-me-for-the-rest-of-2022	2021	891	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
thebearofrathgar__2021__02.txt	thebearofrathgar	The Bear of Rathgar	The Bear of Rathgar		Economie. Finance. Chaos.	https://thebearofrathgar.substack.com/p/chers-apes-joyeux-noel	2021	1022	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
thebearofrathgar__2021__03.txt	thebearofrathgar	The Bear of Rathgar	The Bear of Rathgar		Economie. Finance. Chaos.	https://thebearofrathgar.substack.com/p/what-kind-of-car-is-it-2	2021	857	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
thebearofrathgar__2021__04.txt	thebearofrathgar	The Bear of Rathgar	The Bear of Rathgar		Economie. Finance. Chaos.	https://thebearofrathgar.substack.com/p/bitcoin-a-zero-retour-au-mcdo	2021	864	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
thebearofrathgar__2021__05.txt	thebearofrathgar	The Bear of Rathgar	The Bear of Rathgar		Economie. Finance. Chaos.	https://thebearofrathgar.substack.com/p/bitcoin-city-apres-pompei-ponzei	2021	1047	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
thebearofrathgar__2021__06.txt	thebearofrathgar	The Bear of Rathgar	The Bear of Rathgar		Economie. Finance. Chaos.	https://thebearofrathgar.substack.com/p/what-kind-of-car-is-it	2021	660	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
thebearofrathgar__2021__07.txt	thebearofrathgar	The Bear of Rathgar	The Bear of Rathgar		Economie. Finance. Chaos.	https://thebearofrathgar.substack.com/p/muskarades-elon-le-genie-de-la-fraude	2021	587	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
thebearofrathgar__2021__08.txt	thebearofrathgar	The Bear of Rathgar	The Bear of Rathgar		Economie. Finance. Chaos.	https://thebearofrathgar.substack.com/p/planete-casino	2021	1031	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
keubiko__2021__01.txt	keubiko	Keubiko’s Musings	Keubiko		"Get your facts first, then you can distort them as you please." - Mark Twain	https://keubiko.substack.com/p/et-tu-jimmy-chill-clover-health-is	2021	911	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
keubiko__2021__02.txt	keubiko	Keubiko’s Musings	Keubiko		"Get your facts first, then you can distort them as you please." - Mark Twain	https://keubiko.substack.com/p/born-on-the-fifth-of-july	2021	1555	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
keubiko__2021__03.txt	keubiko	Keubiko’s Musings	Keubiko		"Get your facts first, then you can distort them as you please." - Mark Twain	https://keubiko.substack.com/p/why-do-new-ross-gerber-ppp-loans	2021	698	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
keubiko__2021__04.txt	keubiko	Keubiko’s Musings	Keubiko		"Get your facts first, then you can distort them as you please." - Mark Twain	https://keubiko.substack.com/p/no-michael-burry-hasnt-yolod-40-of	2021	992	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
keubiko__2021__05.txt	keubiko	Keubiko’s Musings	Keubiko		"Get your facts first, then you can distort them as you please." - Mark Twain	https://keubiko.substack.com/p/misunderstood-and-misused-daily-short	2021	1260	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
keubiko__2021__06.txt	keubiko	Keubiko’s Musings	Keubiko		"Get your facts first, then you can distort them as you please." - Mark Twain	https://keubiko.substack.com/p/clover-health-is-not-the-next-gamestop	2021	1928	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
rogerpielkejr__2021__01.txt	rogerpielkejr	The Honest Broker	Roger Pielke Jr.		Making sense of science, policy and politics	https://rogerpielkejr.substack.com/p/fishy-science	2021	1313	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
rogerpielkejr__2021__02.txt	rogerpielkejr	The Honest Broker	Roger Pielke Jr.		Making sense of science, policy and politics	https://rogerpielkejr.substack.com/p/us-tornado-damage-1950-to-2021	2021	476	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
rogerpielkejr__2021__03.txt	rogerpielkejr	The Honest Broker	Roger Pielke Jr.		Making sense of science, policy and politics	https://rogerpielkejr.substack.com/p/book-review-viral-the-search-for	2021	1458	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
rogerpielkejr__2021__04.txt	rogerpielkejr	The Honest Broker	Roger Pielke Jr.		Making sense of science, policy and politics	https://rogerpielkejr.substack.com/p/the-hounding-of-roger-pielke-jr	2021	502	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
rogerpielkejr__2021__05.txt	rogerpielkejr	The Honest Broker	Roger Pielke Jr.		Making sense of science, policy and politics	https://rogerpielkejr.substack.com/p/climate-policy-is-happing-climate	2021	1113	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
rogerpielkejr__2021__06.txt	rogerpielkejr	The Honest Broker	Roger Pielke Jr.		Making sense of science, policy and politics	https://rogerpielkejr.substack.com/p/a-coal-exit-treaty-can-radically	2021	953	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
rogerpielkejr__2021__07.txt	rogerpielkejr	The Honest Broker	Roger Pielke Jr.		Making sense of science, policy and politics	https://rogerpielkejr.substack.com/p/washington-we-have-a-problem	2021	1307	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
rogerpielkejr__2021__08.txt	rogerpielkejr	The Honest Broker	Roger Pielke Jr.		Making sense of science, policy and politics	https://rogerpielkejr.substack.com/p/special-report-hurricane-ida-in-historical	2021	498	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
genehoots__2021__01.txt	genehoots	Reflections on "Going Down Tobacco Road" and Investing	Gene Hoots		Following on my book, "Going Down Tobacco Road," about the R. J. Reynolds empire, I will share stories about the industry and its people. Occasionally, I will a	https://genehoots.substack.com/p/employee-benefit-funds	2021	631	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
genehoots__2021__02.txt	genehoots	Reflections on "Going Down Tobacco Road" and Investing	Gene Hoots		Following on my book, "Going Down Tobacco Road," about the R. J. Reynolds empire, I will share stories about the industry and its people. Occasionally, I will a	https://genehoots.substack.com/p/responses-to-putting-out-a-tobacco	2021	1156	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
genehoots__2021__03.txt	genehoots	Reflections on "Going Down Tobacco Road" and Investing	Gene Hoots		Following on my book, "Going Down Tobacco Road," about the R. J. Reynolds empire, I will share stories about the industry and its people. Occasionally, I will a	https://genehoots.substack.com/p/putting-out-a-crop-of-tobacco	2021	1093	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
genehoots__2021__04.txt	genehoots	Reflections on "Going Down Tobacco Road" and Investing	Gene Hoots		Following on my book, "Going Down Tobacco Road," about the R. J. Reynolds empire, I will share stories about the industry and its people. Occasionally, I will a	https://genehoots.substack.com/p/the-changing-landscape-along-tobacco	2021	689	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
genehoots__2021__05.txt	genehoots	Reflections on "Going Down Tobacco Road" and Investing	Gene Hoots		Following on my book, "Going Down Tobacco Road," about the R. J. Reynolds empire, I will share stories about the industry and its people. Occasionally, I will a	https://genehoots.substack.com/p/tobacco-goes-to-war-world-war-i	2021	916	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
genehoots__2021__06.txt	genehoots	Reflections on "Going Down Tobacco Road" and Investing	Gene Hoots		Following on my book, "Going Down Tobacco Road," about the R. J. Reynolds empire, I will share stories about the industry and its people. Occasionally, I will a	https://genehoots.substack.com/p/how-profitable-wasis-tobacco	2021	891	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
